"Previous_Items1","Previous_Items2","Previous_Items3","Previous_Items4","Predicted_Items","support","confidence","lift"
"PRec","Play,bw",,"lfw,Play","Ang(N),Goal,not_one_timer,OZ",0.333333333333333,1,3
"PRec",,,"Direct,lfw,Play","Ang(N),Goal,not_one_timer,OZ",0.333333333333333,1,3
"Play",,,"Direct,lfw,Play","Ang(N),Goal,not_one_timer,OZ",0.333333333333333,1,3
"PRec","Play",,"Direct,lfw,Play","Ang(N),Goal,not_one_timer,OZ",0.333333333333333,1,3
"Play,bw",,,"Direct,lfw,Play","Ang(N),Goal,not_one_timer,OZ",0.333333333333333,1,3
"PRec","Play,bw",,"Direct,lfw,Play","Ang(N),Goal,not_one_timer,OZ",0.333333333333333,1,3
"Play,bw",,,"Direct,Play","Ang(N),Goal,not_one_timer,OZ",0.333333333333333,1,3
"PRec","Play,bw",,"Direct,Play","Ang(N),Goal,not_one_timer,OZ",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Short",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Short",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Short",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Short",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,OZ,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Short",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Short",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Short",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Short",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Short,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Short,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,one_timer,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,one_timer",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,one_timer",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,one_timer,OZ",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,one_timer,OZ",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,OZ",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,OZ",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Short",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Short",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Short",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Short",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,OZ,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,one_timer,Short",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,one_timer,Short",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,Short",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,Short",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,one_timer,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,one_timer,Short,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,Short,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,no_traffic,one_timer,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,one_timer,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,one_timer,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,On_Net,one_timer",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,On_Net,one_timer",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,On_Net,one_timer,OZ",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,On_Net,one_timer,OZ",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,OZ",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,OZ",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Short",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Short",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Short",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Short",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,OZ,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,On_Net,one_timer,Short",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,On_Net,one_timer,Short",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,Short",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,Short",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,On_Net,one_timer,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,On_Net,one_timer,Short,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,Short,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,On_Net,one_timer,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,On_Net,one_timer,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,On_Net,one_timer,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,one_timer",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,one_timer",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,one_timer",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,one_timer",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,one_timer,OZ",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,one_timer,OZ",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,one_timer,OZ",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,one_timer,OZ",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,one_timer,OZ,Short",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,one_timer,OZ,Short",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,one_timer,OZ,Short",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,one_timer,OZ,Short",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,one_timer,OZ,Short,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,one_timer,OZ,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,one_timer,OZ,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,one_timer,OZ,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,one_timer,OZ,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,one_timer,Short",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,one_timer,Short",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,one_timer,Short",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,one_timer,Short",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,one_timer,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,one_timer,Short,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,one_timer,Short,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,one_timer,Short,Snapshot",0.333333333333333,1,3
,,,"OZ2,Play,Short","Goal,one_timer,Snapshot",0.333333333333333,1,3
"PRec",,,"OZ2,Play,Short","Goal,one_timer,Snapshot",0.333333333333333,1,3
,,,"Direct,OZ2,Play,Short","Goal,one_timer,Snapshot",0.333333333333333,1,3
"PRec",,,"Direct,OZ2,Play,Short","Goal,one_timer,Snapshot",0.333333333333333,1,3
"Play,bw",,,"Play","Ang(N),Goal",0.333333333333333,1,2.25
"PRec","Play,bw",,"Play","Ang(N),Goal",0.333333333333333,1,2.25
,,,"OZ,OZ2,Play,bw","Ang(N),Goal",0.333333333333333,1,2.25
"PRec",,,"OZ,OZ2,Play,bw","Ang(N),Goal",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ,OZ2,Play,bw","Ang(N),Goal",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ2,Play,bw","Ang(N),Goal",0.333333333333333,1,2.25
,,,"OZ,Play,bw","Ang(N),Goal",0.333333333333333,1,2.25
"PRec",,,"OZ,Play,bw","Ang(N),Goal",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ,Play,bw","Ang(N),Goal",0.333333333333333,1,2.25
,,,"Direct,lfw,Play","Ang(N),Goal",0.333333333333333,1,2.25
"Play,bw",,,"lfw,Play","Ang(N),Goal",0.333333333333333,1,2.25
"PRec","Play,bw",,"lfw,Play","Ang(N),Goal",0.333333333333333,1,2.25
"PRec",,,"Direct,lfw,Play","Ang(N),Goal",0.333333333333333,1,2.25
"Play",,,"Direct,lfw,Play","Ang(N),Goal",0.333333333333333,1,2.25
"PRec","Play",,"Direct,lfw,Play","Ang(N),Goal",0.333333333333333,1,2.25
"Play,bw",,,"Direct,lfw,Play","Ang(N),Goal",0.333333333333333,1,2.25
"PRec","Play,bw",,"Direct,lfw,Play","Ang(N),Goal",0.333333333333333,1,2.25
"Play,bw",,,"Direct,Play","Ang(N),Goal",0.333333333333333,1,2.25
"PRec","Play,bw",,"Direct,Play","Ang(N),Goal",0.333333333333333,1,2.25
"OZ,PRec",,,"Play,bw","Ang(N),Goal",0.333333333333333,1,2.25
"Play,bw",,,"Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"PRec","Play,bw",,"Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
,,,"OZ,OZ2,Play,bw","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"PRec",,,"OZ,OZ2,Play,bw","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ,OZ2,Play,bw","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ2,Play,bw","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
,,,"OZ,Play,bw","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"PRec",,,"OZ,Play,bw","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ,Play,bw","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
,,,"Direct,lfw,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"Play,bw",,,"lfw,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"PRec","Play,bw",,"lfw,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"PRec",,,"Direct,lfw,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"Play",,,"Direct,lfw,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"PRec","Play",,"Direct,lfw,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"Play,bw",,,"Direct,lfw,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"PRec","Play,bw",,"Direct,lfw,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"Play,bw",,,"Direct,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"PRec","Play,bw",,"Direct,Play","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"OZ,PRec",,,"Play,bw","Ang(N),Goal,On_Net",0.333333333333333,1,2.25
"Play,bw",,,"Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"PRec","Play,bw",,"Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
,,,"OZ,OZ2,Play,bw","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"PRec",,,"OZ,OZ2,Play,bw","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ,OZ2,Play,bw","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ2,Play,bw","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
,,,"OZ,Play,bw","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"PRec",,,"OZ,Play,bw","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ,Play,bw","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
,,,"Direct,lfw,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"Play,bw",,,"lfw,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"PRec","Play,bw",,"lfw,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"PRec",,,"Direct,lfw,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"Play",,,"Direct,lfw,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"PRec","Play",,"Direct,lfw,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"Play,bw",,,"Direct,lfw,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"PRec","Play,bw",,"Direct,lfw,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"Play,bw",,,"Direct,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"PRec","Play,bw",,"Direct,Play","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"OZ,PRec",,,"Play,bw","Ang(N),Goal,On_Net,OZ",0.333333333333333,1,2.25
"Play,bw",,,"Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"PRec","Play,bw",,"Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
,,,"OZ,OZ2,Play,bw","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"PRec",,,"OZ,OZ2,Play,bw","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ,OZ2,Play,bw","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ2,Play,bw","Ang(N),Goal,OZ",0.333333333333333,1,2.25
,,,"OZ,Play,bw","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"PRec",,,"OZ,Play,bw","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"OZ,PRec",,,"OZ,Play,bw","Ang(N),Goal,OZ",0.333333333333333,1,2.25
,,,"Direct,lfw,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"Play,bw",,,"lfw,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"PRec","Play,bw",,"lfw,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"PRec",,,"Direct,lfw,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"Play",,,"Direct,lfw,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"PRec","Play",,"Direct,lfw,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"Play,bw",,,"Direct,lfw,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"PRec","Play,bw",,"Direct,lfw,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"Play,bw",,,"Direct,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"PRec","Play,bw",,"Direct,Play","Ang(N),Goal,OZ",0.333333333333333,1,2.25
"OZ,PRec",,,"Play,bw","Ang(N),Goal,OZ",0.333333333333333,1,2.25
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,OZ,Short,Snapshot",0.333333333333333,1,1.8
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,OZ,Short,Snapshot",0.333333333333333,1,1.8
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,OZ,Short,Snapshot",0.333333333333333,1,1.8
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,OZ,Short,Snapshot",0.333333333333333,1,1.8
,,,"Direct,OZ2,Play,bw","Goal,no_traffic,On_Net,OZ,Short,Snapshot",0.333333333333333,1,1.8
"PRec",,,"Direct,OZ2,Play,bw","Goal,no_traffic,On_Net,OZ,Short,Snapshot",0.333333333333333,1,1.8
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,OZ,Snapshot",0.333333333333333,1,1.8
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,OZ,Snapshot",0.333333333333333,1,1.8
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,OZ,Snapshot",0.333333333333333,1,1.8
"PRec",,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,OZ,Snapshot",0.333333333333333,1,1.8
,,,"Direct,OZ2,Play,bw","Goal,no_traffic,On_Net,OZ,Snapshot",0.333333333333333,1,1.8
"PRec",,,"Direct,OZ2,Play,bw","Goal,no_traffic,On_Net,OZ,Snapshot",0.333333333333333,1,1.8
,,,"OZ2,Play,Short","Goal,no_traffic,On_Net,Short,Snapshot",0.333333333333333,1,1.8
"PRec",,,"OZ2,Play,Short","Goal,no_traffic,On_Net,Short,Snapshot",0.333333333333333,1,1.8
,,,"Direct,OZ2,Play,Short","Goal,no_traffic,On_Net,Short,Snapshot",0.333333333333333,1,1.8
