"Previous_Items1","Previous_Items2","Previous_Items3","Previous_Items4","Predicted_Items","support","confidence","lift"
"Indirect,Play",,,"OZ2,Play","Ang(N),OZ,Shot",0.227722772277228,0.873417721518987,1.13581789536589
"Indirect,Play",,,"Direct,Play","Ang(N),Shot",0.227722772277228,0.884615384615385,1.13575619295958
"PRec",,,"lbw,Play","Ang(N),OZ,Shot",0.204620462046205,0.873239436619718,1.13558604847972
"PRec","Play",,"bw,Play","Ang(N),OZ,Shot",0.204620462046205,0.873239436619718,1.13558604847972
,,,"bw,Direct,OZ,OZ2,Play","Ang(N),OZ,Shot",0.224422442244224,0.871794871794872,1.13370749422252
,,,"bw,Direct,OZ,Play","Ang(N),OZ,Shot",0.224422442244224,0.871794871794872,1.13370749422252
"PRec","Indirect,Play",,"Play","Ang(N),OZ,Shot",0.244224422442244,0.870588235294118,1.13213834890179
"PRec",,,"bw,OZ2,Play","Ang(N),OZ,Shot",0.31023102310231,0.87037037037037,1.13185503099666
"Play",,,"bw,Play","Ang(N),OZ,Shot",0.221122112211221,0.87012987012987,1.13154227746502
"PRec",,,"Direct,Medium,OZ,OZ2,Play","Ang(N),OZ,Shot",0.237623762376238,0.867469879518072,1.12808314804282
"PRec",,,"bw,Play","Ang(N),OZ,Shot",0.323432343234323,0.867256637168141,1.12780584146758
"PRec","Indirect,Play",,"Direct,Play","Ang(N),Shot",0.214521452145215,0.878378378378378,1.12774851122309
"PRec","Indirect,Play",,"OZ2,Play","Ang(N),OZ,Shot",0.214521452145215,0.866666666666667,1.12703862660944
"Indirect,Play",,,"Play","Ang(N),Shot",0.260726072607261,0.877777777777778,1.12697740112994
,,,"Indirect,Play","Ang(N),OZ,Shot",0.316831683168317,0.864864864864865,1.12469551096161
"Play",,,"bw,OZ2,Play","Ang(N),OZ,Shot",0.211221122112211,0.864864864864865,1.12469551096161
"OZ,PRec",,,"bw,OZ2,Play","Ang(N),OZ,Shot",0.211221122112211,0.864864864864865,1.12469551096161
"OZ,PRec",,,"bw,Play","Ang(N),OZ,Shot",0.211221122112211,0.864864864864865,1.12469551096161
,,,"bw,OZ2,Play","Ang(N),OZ,Shot",0.336633663366337,0.864406779661017,1.12409980359351
"PRec",,,"Indirect,Play","Ang(N),OZ,Shot",0.293729372937294,0.864077669902913,1.12367181965915
"PRec",,,"bw,Direct,OZ,OZ2,Play","Ang(N),Shot",0.207920792079208,0.875,1.12341101694915
"PRec",,,"bw,Direct,OZ,Play","Ang(N),Shot",0.207920792079208,0.875,1.12341101694915
,,,"Indirect,Play","Ang(N),Shot",0.32013201320132,0.873873873873874,1.12196518552451
"Indirect,Play",,,"OZ2,Play","Ang(N),Shot",0.227722772277228,0.873417721518987,1.12137953228921
"PRec",,,"lbw,Play","Ang(N),Shot",0.204620462046205,0.873239436619718,1.12115063260921
"PRec","Play",,"bw,Play","Ang(N),Shot",0.204620462046205,0.873239436619718,1.12115063260921
"Play",,,"ZEnt","not_one_timer,Shot",0.231023102310231,0.921052631578947,1.12079898541535
,,,"bw,Play","Ang(N),OZ,Shot",0.34983498349835,0.861788617886179,1.12069506961164
"PRec","Long,Play",,"Play","Ang(N),OZ,Shot",0.224422442244224,0.860759493670886,1.11935676644755
,,,"bw,Direct,OZ,OZ2,Play","Ang(N),Shot",0.224422442244224,0.871794871794872,1.11929595827901
,,,"bw,Direct,OZ,Play","Ang(N),Shot",0.224422442244224,0.871794871794872,1.11929595827901
"OZ,PRec",,,"Direct,OZ,OZ2,Play","Ang(N),OZ,Shot",0.283828382838284,0.86,1.11836909871245
"PRec","Indirect,Play",,"Play","Ang(N),Shot",0.244224422442244,0.870588235294118,1.11774675972084
"PRec",,,"bw,OZ2,Play","Ang(N),Shot",0.31023102310231,0.87037037037037,1.1174670433145
"Play",,,"bw,Play","Ang(N),Shot",0.221122112211221,0.87012987012987,1.11715826546335
"PRec","Play",,"Long,Play","Ang(N),OZ,Shot",0.221122112211221,0.858974358974359,1.11703532518983
"PRec",,,"Direct,Medium,OZ,Play","Ang(N),OZ,Shot",0.240924092409241,0.858823529411765,1.11683918202474
"Play",,,"Long,Play","Ang(N),OZ,Shot",0.240924092409241,0.858823529411765,1.11683918202474
"OZ,PRec",,,"OZ,OZ2,Play","Ang(N),OZ,Shot",0.32013201320132,0.858407079646018,1.11629761859546
"PRec","Play",,"ZEnt","not_one_timer,OZ,Shot",0.204620462046205,0.898550724637681,1.11582323592302
,,,"Carried,ZEnt","not_one_timer,Shot",0.217821782178218,0.916666666666667,1.11546184738956
"PRec",,,"Medium,OZ,OZ2,Play","Ang(N),OZ,Shot",0.257425742574257,0.857142857142857,1.11465358675659
"PRec",,,"Direct,Medium,OZ,OZ2,Play","Ang(N),Shot",0.237623762376238,0.867469879518072,1.11374310802532
"PRec",,,"bw,Play","Ang(N),Shot",0.323432343234323,0.867256637168141,1.11346932653367
"PRec",,,"Long,Play","Ang(N),OZ,Shot",0.333333333333333,0.85593220338983,1.11307921728377
"PRec","Indirect,Play",,"OZ2,Play","Ang(N),Shot",0.214521452145215,0.866666666666667,1.11271186440678
"Long,Play",,,"Play","Ang(N),OZ,Shot",0.234323432343234,0.855421686746988,1.11241532654222
"Play",,,"ZEnt","not_one_timer,OZ,Shot",0.224422442244224,0.894736842105263,1.11108714408973
,,,"ZEnt","not_one_timer,Shot",0.277227722772277,0.91304347826087,1.1110529072813
"PRec","Play",,"ZEnt","not_one_timer,Shot",0.207920792079208,0.91304347826087,1.1110529072813
"Play",,,"bw,OZ2,Play","Ang(N),Shot",0.211221122112211,0.864864864864865,1.11039853412735
"OZ,PRec",,,"bw,OZ2,Play","Ang(N),Shot",0.211221122112211,0.864864864864865,1.11039853412735
"OZ,PRec",,,"bw,Play","Ang(N),Shot",0.211221122112211,0.864864864864865,1.11039853412735
,,,"bw,OZ2,Play","Ang(N),Shot",0.336633663366337,0.864406779661017,1.10981039931054
,,,"lbw,Play","Ang(N),OZ,Shot",0.211221122112211,0.853333333333333,1.10969957081545
"OZ,PRec",,,"Medium,Play","Ang(N),OZ,Shot",0.211221122112211,0.853333333333333,1.10969957081545
"PRec",,,"Direct,Long,Play","Ang(N),OZ,Shot",0.211221122112211,0.853333333333333,1.10969957081545
"PRec",,,"Indirect,Play","Ang(N),Shot",0.293729372937294,0.864077669902913,1.10938785584993
"OZ,PRec",,,"Direct,OZ,Play","Ang(N),OZ,Shot",0.287128712871287,0.852941176470588,1.10918959858622
,,,"ZEnt","not_one_timer,OZ,Shot",0.270627062706271,0.891304347826087,1.10682466143977
,,,"bw,Play","Ang(N),Shot",0.34983498349835,0.861788617886179,1.10644894584539
"PRec","Long,Play",,"Play","Ang(N),Shot",0.224422442244224,0.860759493670886,1.10512765500965
"OZ,PRec",,,"Direct,OZ,OZ2,Play","Ang(N),Shot",0.283828382838284,0.86,1.10415254237288
,,,"Carried,ZEnt","not_one_timer,OZ,Shot",0.211221122112211,0.888888888888889,1.10382513661202
"PRec","Play",,"Long,Play","Ang(N),Shot",0.221122112211221,0.858974358974359,1.10283572359844
"PRec",,,"Direct,Medium,OZ,Play","Ang(N),Shot",0.240924092409241,0.858823529411765,1.10264207377866
"Play",,,"Long,Play","Ang(N),Shot",0.240924092409241,0.858823529411765,1.10264207377866
"OZ,PRec",,,"Direct,Play","Ang(N),OZ,Shot",0.293729372937294,0.847619047619048,1.10226854690374
"OZ,PRec",,,"OZ,OZ2,Play","Ang(N),Shot",0.32013201320132,0.858407079646018,1.10210739463027
"PRec",,,"ZEnt","not_one_timer,OZ,Shot",0.234323432343234,0.8875,1.10210040983607
"OZ,PRec",,,"Medium,OZ,Play","Ang(N),OZ,Shot",0.201320132013201,0.847222222222222,1.10175250357654
"PRec",,,"Medium,OZ,OZ2,Play","Ang(N),Shot",0.257425742574257,0.857142857142857,1.10048426150121
"OZ,PRec",,,"Direct,OZ2,Play","Ang(N),OZ,Shot",0.29042904290429,0.846153846153846,1.10036315615715
"OZ,PRec",,,"OZ2,Play","Ang(N),OZ,Shot",0.326732673267327,0.846153846153846,1.10036315615715
,,,"Direct,Medium,OZ,OZ2,Play","Ang(N),OZ,Shot",0.254125412541254,0.846153846153846,1.10036315615715
"PRec",,,"Medium,OZ,Play","Ang(N),OZ,Shot",0.270627062706271,0.845360824742268,1.09933188796956
"PRec",,,"Long,Play","Ang(N),Shot",0.333333333333333,0.85593220338983,1.09892990519966
,,,"Long,Play","Ang(N),OZ,Shot",0.35973597359736,0.844961240310078,1.09881225671225
"Long,Play",,,"Play","Ang(N),Shot",0.234323432343234,0.855421686746988,1.09827445374719
"PRec",,,"Direct,Medium,OZ2,Play","Ang(N),OZ,Shot",0.250825082508251,0.844444444444444,1.09814020028612
,,,"lbw,Play","Ang(N),Shot",0.211221122112211,0.853333333333333,1.09559322033898
"OZ,PRec",,,"Medium,Play","Ang(N),Shot",0.211221122112211,0.853333333333333,1.09559322033898
"PRec",,,"Direct,Long,Play","Ang(N),Shot",0.211221122112211,0.853333333333333,1.09559322033898
"PRec",,,"ZEnt","not_one_timer,Shot",0.237623762376238,0.9,1.09518072289157
"OZ,PRec",,,"Direct,OZ,Play","Ang(N),Shot",0.287128712871287,0.852941176470588,1.09508973080758
,,,"OZ,ZEnt","not_one_timer,Shot",0.204620462046205,0.898550724637681,1.09341714684826
"OZ,PRec",,,"Play","Ang(N),OZ,Shot",0.33003300330033,0.840336134453782,1.09279763407509
"OZ,PRec",,,"OZ,Play","Ang(N),OZ,Shot",0.33003300330033,0.840336134453782,1.09279763407509
"PRec","Play",,"Medium,Play","Ang(N),OZ,Shot",0.207920792079208,0.84,1.09236051502146
,,,"Direct,Medium,OZ,Play","Ang(N),OZ,Shot",0.257425742574257,0.838709677419355,1.09068254188011
,,,"Medium,OZ,OZ2,Play","Ang(N),OZ,Shot",0.273927392739274,0.838383838383838,1.09025881128885
"Play",,,"Medium,Play","Ang(N),OZ,Shot",0.221122112211221,0.8375,1.08910944206009
"OZ,PRec",,,"Direct,Play","Ang(N),Shot",0.293729372937294,0.847619047619048,1.08825665859564
"PRec",,,"Medium,OZ2,Play","Ang(N),OZ,Shot",0.270627062706271,0.836734693877551,1.08811421564334
"OZ,PRec",,,"Medium,OZ,Play","Ang(N),Shot",0.201320132013201,0.847222222222222,1.08774717514124
"Long,Play",,,"OZ2,Play","Ang(N),OZ,Shot",0.201320132013201,0.835616438356164,1.08666000352754
"OZ,PRec",,,"Direct,OZ2,Play","Ang(N),Shot",0.29042904290429,0.846153846153846,1.08637548891786
"OZ,PRec",,,"OZ2,Play","Ang(N),Shot",0.326732673267327,0.846153846153846,1.08637548891786
,,,"Direct,Medium,OZ,OZ2,Play","Ang(N),Shot",0.254125412541254,0.846153846153846,1.08637548891786
"PRec","Play",,"lfw,Play","Ang(N),Shot",0.217821782178218,0.846153846153846,1.08637548891786
"PRec",,,"Medium,OZ,Play","Ang(N),Shot",0.270627062706271,0.845360824742268,1.08535733007164
"Play",,,"lfw,Play","Ang(N),Shot",0.234323432343234,0.845238095238095,1.08519975786925
,,,"Long,Play","Ang(N),Shot",0.35973597359736,0.844961240310078,1.08484430429641
"PRec",,,"Direct,Medium,OZ2,Play","Ang(N),Shot",0.250825082508251,0.844444444444444,1.08418079096045
,,,"Direct,Long,Play","Ang(N),OZ,Shot",0.231023102310231,0.833333333333333,1.08369098712446
"Play",,,"lfw,Play","Ang(N),OZ,Shot",0.231023102310231,0.833333333333333,1.08369098712446
"PRec","Play",,"lfw,Play","Ang(N),OZ,Shot",0.214521452145215,0.833333333333333,1.08369098712446
"OZ,PRec",,,"Play","Ang(N),Shot",0.33003300330033,0.840336134453782,1.07890613872668
"OZ,PRec",,,"OZ,Play","Ang(N),Shot",0.33003300330033,0.840336134453782,1.07890613872668
"PRec","Play",,"Medium,Play","Ang(N),Shot",0.207920792079208,0.84,1.07847457627119
,,,"Medium,OZ,Play","Ang(N),OZ,Shot",0.287128712871287,0.828571428571429,1.07749846719804
,,,"Direct,Medium,OZ,Play","Ang(N),Shot",0.257425742574257,0.838709677419355,1.07681793329688
,,,"Medium,OZ,OZ2,Play","Ang(N),Shot",0.273927392739274,0.838383838383838,1.07639958911145
"PRec",,,"bw,Direct,OZ2,Play","Ang(N),OZ,Shot",0.221122112211221,0.827160493827161,1.0756636464791
"Play",,,"Medium,Play","Ang(N),Shot",0.221122112211221,0.8375,1.07526483050847
"Medium,Play",,,"Direct,Play","Ang(N),OZ,Shot",0.204620462046205,0.826666666666667,1.07502145922747
,,,"Direct,Medium,OZ2,Play","Ang(N),OZ,Shot",0.267326732673267,0.826530612244898,1.07484453008671
"PRec",,,"Medium,OZ2,Play","Ang(N),Shot",0.270627062706271,0.836734693877551,1.07428225527499
"OZ,OZ2,Play",,,"Play","Ang(N),OZ,Shot",0.234323432343234,0.825581395348837,1.07361014073261
"Long,Play",,,"OZ2,Play","Ang(N),Shot",0.201320132013201,0.835616438356164,1.07284652890643
"PRec",,,"lfw,OZ,Play","Ang(N),Shot",0.234323432343234,0.835294117647059,1.07243270189432
"Play","Play",,"OZ,Play","Ang(N),OZ,Shot",0.201320132013201,0.824324324324324,1.07197540888528
"OZ,Play",,,"OZ,Play","Ang(N),OZ,Shot",0.247524752475248,0.824175824175824,1.07178229495826
"OZ,OZ2,Play",,,"OZ2,Play","Ang(N),OZ,Shot",0.231023102310231,0.823529411764706,1.07094168139359
"OZ,OZ2,Play",,,"OZ,Play","Ang(N),OZ,Shot",0.231023102310231,0.823529411764706,1.07094168139359
"PRec",,,"lfw,OZ,Play","Ang(N),OZ,Shot",0.231023102310231,0.823529411764706,1.07094168139359
"PRec",,,"bw,Direct,Play","Ang(N),OZ,Shot",0.231023102310231,0.823529411764706,1.07094168139359
"PRec",,,"OZ,OZ2,Play","Ang(N),OZ,Shot",0.445544554455446,0.823170731707317,1.07047524337904
"PRec","OZ,OZ2,Play",,"Play","Ang(N),OZ,Shot",0.214521452145215,0.822784810126582,1.06997337969251
,,,"Direct,Long,Play","Ang(N),Shot",0.231023102310231,0.833333333333333,1.06991525423729
"PRec",,,"Direct,Medium,Play","Ang(N),OZ,Shot",0.29042904290429,0.822429906542056,1.06951185271349
"OZ,Play",,,"OZ,OZ2,Play","Ang(N),OZ,Shot",0.244224422442244,0.822222222222222,1.0692417739628
,,,"bw,Direct,OZ2,Play","Ang(N),OZ,Shot",0.244224422442244,0.822222222222222,1.0692417739628
"OZ,OZ2,Play",,,"OZ,OZ2,Play","Ang(N),OZ,Shot",0.227722772277228,0.821428571428571,1.0682096873084
"PRec","OZ,Play",,"OZ,Play","Ang(N),OZ,Shot",0.227722772277228,0.821428571428571,1.0682096873084
,,,"Medium,OZ2,Play","Ang(N),OZ,Shot",0.287128712871287,0.820754716981132,1.06733338731881
"PRec","OZ,OZ2,Play",,"OZ2,Play","Ang(N),OZ,Shot",0.211221122112211,0.82051282051282,1.06701881809178
"PRec","OZ,OZ2,Play",,"OZ,Play","Ang(N),OZ,Shot",0.211221122112211,0.82051282051282,1.06701881809178
"PRec","OZ,Play",,"OZ,OZ2,Play","Ang(N),OZ,Shot",0.224422442244224,0.819277108433735,1.06541186204044
,,,"bw,Direct,Play","Ang(N),OZ,Shot",0.254125412541254,0.819148936170213,1.0652451830883
"PRec",,,"Direct,OZ,OZ2,Play","Ang(N),OZ,Shot",0.402640264026403,0.818791946308725,1.06478094305384
"PRec",,,"OZ,OZ2,Play","Ang(N),Shot",0.448844884488449,0.829268292682927,1.06469615543613
"PRec","OZ,OZ2,Play",,"OZ,OZ2,Play","Ang(N),OZ,Shot",0.207920792079208,0.818181818181818,1.06398751463129
"OZ,OZ2,Play",,,"Direct,Play","Ang(N),OZ,Shot",0.207920792079208,0.818181818181818,1.06398751463129
,,,"Medium,OZ,Play","Ang(N),Shot",0.287128712871287,0.828571428571429,1.0638014527845
"PRec",,,"lfw,OZ,OZ2,Play","Ang(N),Shot",0.221122112211221,0.827160493827161,1.06198995605775
"PRec",,,"bw,Direct,OZ2,Play","Ang(N),Shot",0.221122112211221,0.827160493827161,1.06198995605775
"Medium,Play",,,"Direct,Play","Ang(N),Shot",0.204620462046205,0.826666666666667,1.06135593220339
"PRec","Play","Play","Play","Ang(N),OZ,Shot",0.234323432343234,0.816091954022989,1.06126979428741
,,,"Direct,Medium,OZ2,Play","Ang(N),Shot",0.267326732673267,0.826530612244898,1.06118125216188
"PRec",,,"Direct,OZ,Play","Ang(N),OZ,Shot",0.409240924092409,0.815789473684211,1.06087644002711
"OZ,OZ2,Play",,,"Direct,OZ2,Play","Ang(N),OZ,Shot",0.204620462046205,0.815789473684211,1.06087644002711
"OZ,OZ2,Play",,,"Play","Ang(N),Shot",0.234323432343234,0.825581395348837,1.05996255419787
"PRec",,,"Direct,OZ,OZ2,Play","Ang(N),Shot",0.405940594059406,0.825503355704698,1.05986235923103
"PRec",,,"lfw,OZ,OZ2,Play","Ang(N),OZ,Shot",0.217821782178218,0.814814814814815,1.05960896518836
"OZ,Play",,,"Direct,OZ,OZ2,Play","Ang(N),OZ,Shot",0.217821782178218,0.814814814814815,1.05960896518836
"OZ,Play",,,"Direct,OZ,Play","Ang(N),OZ,Shot",0.217821782178218,0.814814814814815,1.05960896518836
"Play","Play",,"OZ,Play","Ang(N),Shot",0.201320132013201,0.824324324324324,1.05834860284013
"OZ,Play",,,"OZ,Play","Ang(N),Shot",0.247524752475248,0.824175824175824,1.05815794375116
,,,"Direct,Medium,Play","Ang(N),OZ,Shot",0.316831683168317,0.813559322033898,1.05797628573507
"OZ,OZ2,Play",,,"Direct,OZ,OZ2,Play","Ang(N),OZ,Shot",0.201320132013201,0.813333333333333,1.05768240343348
"OZ,OZ2,Play",,,"Direct,OZ,Play","Ang(N),OZ,Shot",0.201320132013201,0.813333333333333,1.05768240343348
"Play","Play",,"Play","Ang(N),OZ,Shot",0.244224422442244,0.813186813186813,1.05749186435882
"OZ,OZ2,Play",,,"OZ2,Play","Ang(N),Shot",0.231023102310231,0.823529411764706,1.05732801595214
"PRec",,,"lfw,OZ2,Play","Ang(N),Shot",0.231023102310231,0.823529411764706,1.05732801595214
"OZ,OZ2,Play",,,"OZ,Play","Ang(N),Shot",0.231023102310231,0.823529411764706,1.05732801595214
"PRec",,,"bw,Direct,Play","Ang(N),Shot",0.231023102310231,0.823529411764706,1.05732801595214
"PRec","OZ2,Play",,"Play","Ang(N),OZ,Shot",0.257425742574257,0.8125,1.05659871244635
"PRec","Play","Play","Direct,Play","Ang(N),OZ,Shot",0.214521452145215,0.8125,1.05659871244635
"PRec","OZ,OZ2,Play",,"Play","Ang(N),Shot",0.214521452145215,0.822784810126582,1.05637202317099
"PRec",,,"Direct,Medium,Play","Ang(N),Shot",0.29042904290429,0.822429906542056,1.05591636306035
"PRec",,,"lfw,Play","Ang(N),OZ,Shot",0.313531353135314,0.811965811965812,1.05590403873666
"PRec",,,"Direct,OZ,Play","Ang(N),Shot",0.412541254125413,0.822368421052632,1.05583742194469
"OZ,Play",,,"OZ,OZ2,Play","Ang(N),Shot",0.244224422442244,0.822222222222222,1.05564971751412
,,,"bw,Direct,OZ2,Play","Ang(N),Shot",0.244224422442244,0.822222222222222,1.05564971751412
"PRec",,,"lfw,OZ2,Play","Ang(N),OZ,Shot",0.227722772277228,0.811764705882353,1.05564251451654
"OZ2,Play",,,"Play","Ang(N),OZ,Shot",0.283828382838284,0.811320754716981,1.05506518746457
"PRec","OZ2,Play",,"OZ,OZ2,Play","Ang(N),OZ,Shot",0.240924092409241,0.811111111111111,1.05479256080114
"OZ2,Play",,,"Direct,OZ,Play","Ang(N),OZ,Shot",0.240924092409241,0.811111111111111,1.05479256080114
"OZ,OZ2,Play",,,"OZ,OZ2,Play","Ang(N),Shot",0.227722772277228,0.821428571428571,1.05463075060533
"PRec","OZ,Play",,"OZ,Play","Ang(N),Shot",0.227722772277228,0.821428571428571,1.05463075060533
"PRec",,,"OZ2,Play","Ang(N),OZ,Shot",0.495049504950495,0.810810810810811,1.05440204152651
,,,"lfw,OZ,Play","Ang(N),Shot",0.257425742574257,0.821052631578947,1.05414808206958
"PRec","OZ2,Play",,"OZ2,Play","Ang(N),OZ,Shot",0.254125412541254,0.810526315789474,1.0540320758979
,,,"lfw,OZ,Play","Ang(N),OZ,Shot",0.254125412541254,0.810526315789474,1.0540320758979
"PRec","OZ2,Play",,"OZ,Play","Ang(N),OZ,Shot",0.254125412541254,0.810526315789474,1.0540320758979
"OZ2,Play",,,"Direct,Play","Ang(N),OZ,Shot",0.254125412541254,0.810526315789474,1.0540320758979
"OZ2,Play",,,"Play","Ang(N),Shot",0.287128712871287,0.820754716981132,1.05376559002239
,,,"Medium,OZ2,Play","Ang(N),Shot",0.287128712871287,0.820754716981132,1.05376559002239
"PRec",,,"lfw,Play","Ang(N),Shot",0.316831683168317,0.82051282051282,1.05345501955671
"PRec","OZ,OZ2,Play",,"OZ2,Play","Ang(N),Shot",0.211221122112211,0.82051282051282,1.05345501955671
"PRec","OZ,OZ2,Play",,"OZ,Play","Ang(N),Shot",0.211221122112211,0.82051282051282,1.05345501955671
"OZ2,Play",,,"OZ2,Play","Ang(N),OZ,Shot",0.280528052805281,0.80952380952381,1.05272838749234
"Play","Play",,"Direct,Play","Ang(N),OZ,Shot",0.224422442244224,0.809523809523809,1.05272838749234
,,,"OZ,OZ2,Play","Ang(N),Shot",0.495049504950495,0.819672131147541,1.05237565990553
"OZ2,Play",,,"Direct,OZ,OZ2,Play","Ang(N),OZ,Shot",0.237623762376238,0.808988764044944,1.05203259873656
"PRec","OZ,Play",,"OZ,OZ2,Play","Ang(N),Shot",0.224422442244224,0.819277108433735,1.0518684909128
,,,"OZ,OZ2,Play","Ang(N),OZ,Shot",0.488448844884488,0.808743169398907,1.05171322029128
,,,"bw,Direct,Play","Ang(N),Shot",0.254125412541254,0.819148936170213,1.05170393076091
"OZ2,Play",,,"OZ2,Play","Ang(N),Shot",0.283828382838284,0.819047619047619,1.05157384987893
"PRec",,,"Play","Ang(N),OZ,Shot",0.557755775577558,0.808612440191387,1.05154321621455
"OZ2,Play",,,"Direct,OZ2,Play","Ang(N),OZ,Shot",0.250825082508251,0.808510638297872,1.05141083006118
"PRec",,,"OZ,Play","Ang(N),OZ,Shot",0.458745874587459,0.808139534883721,1.05092823635093
"OZ2,Play",,,"OZ,OZ2,Play","Ang(N),OZ,Shot",0.264026402640264,0.808080808080808,1.05085186630251
"OZ2,Play",,,"OZ,OZ2,Play","Ang(N),Shot",0.267326732673267,0.818181818181818,1.05046224961479
"PRec","OZ,OZ2,Play",,"OZ,OZ2,Play","Ang(N),Shot",0.207920792079208,0.818181818181818,1.05046224961479
"OZ,OZ2,Play",,,"Direct,Play","Ang(N),Shot",0.207920792079208,0.818181818181818,1.05046224961479
"OZ2,Play",,,"OZ,Play","Ang(N),OZ,Shot",0.277227722772277,0.807692307692308,1.0503466490591
,,,"lfw,Play","Ang(N),OZ,Shot",0.346534653465347,0.807692307692308,1.0503466490591
